content,Score,Scoring String,Negativity,Positivity,Uncovered Tokens,Total Tokens,sentiment
bahawasanya negara kita malaysia yang bersatupadu demoratik adil liberal progresif maka kami berikrar mengimani anutan kami setia pada raja amp negara meluhuri pelembagaan didaulati undang undang bersikap sopan dan susila lawan kejahatan kebodohan amp kesombongan,0,,0,0,35,35,neutral
continuous corruption detected notmypm lawan kerajaaangagal,0,,0,0,6,6,neutral
selagi ekor ni ade selagi tu aku akan lawan,0,,0,0,9,9,neutral
we didn t choose him or them notmypm kerajaaangagal lawan,0,,0,0,10,10,neutral
lawan sgt,0,,0,0,2,2,neutral
haiya we made a mistake with lawan because we canceled pdrm have no excuse to turun sokong lawan we made them attend a protest without us this is why always be honest with what you want,-0.179487179,mistake (-0.36)  no (-0.31)  excuse (0.08)  protest (-0.26)  honest (0.59)  want (0.08),0.923076923,0.743589744,30,36,negative
nampak permainan jibby disitu dia laungkan naratif masa dia memerintah dia dulu hati chuollsss lawan,0,,0,0,15,15,neutral
yang kau nak marah geng protest lawan sebagai punca jalan tutup kat kl tadi kenapa dorang dah kene warning oleh pihak mahkamah malam sebelumnya yang dorang takleh keluar rumah so sapa yang miscommunication kat sini,-0.615384615,protest (-0.26)  warning (-0.36),0.615384615,0,33,35,negative
posted this on instagram gotta post it here too this is why we lawan,0,,0,0,14,14,neutral
to someone who s questioning lawan,-0.102564103,questioning (-0.10),0.102564103,0,5,6,negative
simpati pada taliban penghisap dadah penjual opium terbesar di tanah arab sharialaw hudud lawanpembodohan lawan,0,,0,0,15,15,neutral
daddylishes and yet these so called lawan lickers dive in pn s ministers court cases and act like they are the truly clean in politics,1.307692308,like (0.38)  truly (0.49)  clean (0.44),0,1.307692308,22,25,positive
ssr demonstrasi pada oktober akan dibatalkan lawan online je pol s pada oktober hai saya jared sembilan belas tahun dan saya buta huruf,0,,0,0,23,23,neutral
hzajin musuh rakyat sepatutnya adalah covid kalau nak lawan baik pergi jadi sukarelawan di ppv,0,,0,0,15,15,neutral
hermyrahim lawan,0,,0,0,2,2,neutral
sepupumimi ellefrais lcsmxms cbe tye bdk bdk lawan bendera malaysia pon diorg tak tau kaler dihitam putihkan,0,,0,0,17,17,neutral
syabilalala hahahaha penat orang lawan la apa la sekali sama je,0,,0,0,11,11,neutral
feenthehuman jashairyjr drthanussha ye sy tau psal dia tpi tlglah kita sebagai rakyat yg xde kuasa perlu jaga diri kita bukannya tambah masalah korg sendiri lawan ckp tuka kerajaan kes bole turun korg ni nak apa snanye nak covid ilang ke n,0,,0,0,42,42,neutral
esk full black lawan,0,,0,0,4,4,neutral
aku nak pesan kepada semua golongan muda orang pandang golongan muda ni lemah kerana keluarkan pernyataan yang tidak berpendidikan ye kritik memang kritik tapi ada batasnya biar kita kritik berpendidikan jangan malukan golongan muda sebab tu yang tua pandang rendah lawan,0,,0,0,41,41,neutral
ada ternampak komen pasal yg kena tahan kes lawan tu konon diaorang terpaling ikut rule terpaling sokong gomen padahal memasing gaji k bodoh miskin ditindas pun tak perasan,0,,0,0,28,28,neutral
hleokii luminousyifa sirennextdoor firdauskariem sis ni dah kira malukan golongan muda bercakap biar berasaskan fakta sekarang better delete tweet ni kalau support lawan biar berpendidikan jadi orang pandang kita secara hormat bukan sebagai raja,0.923076923,better (0.49)  support (0.44),0,0.923076923,32,34,positive
anwaribrahim sabar itu separuh dari iman jangan patah semangat pru kita tarik balik pengundi yg menyokong perjuangan pkr yg telah dikhianati oleh azmin and the gang lawan tetap lawan,0,,0,0,29,29,neutral
i will never stop lawan tolakintimidasi rejecting a pm for the failure of planning as a leader im questioning what god destined that s like murtad this religious gaslighting and the doubt it causes me but with my friend s validation i m not doubting anymore,-1.025641026,stop (-0.31)  rejecting (-0.51)  failure (-0.59)  questioning (-0.10)  god (0.28)  like (0.38)  doubt (-0.38)  friend (0.56)  doubting (-0.36),2.256410256,1.230769231,37,46,negative
magic url lawan lawantetaplawan,0,,0,0,4,4,neutral
macam mana nak jadi lawak susah nak jadi lawak ni lagi senang lawan,0,,0,0,13,13,neutral
wanted to join lawan perhimpunan tapi tak mampu cause bertugas tak mampu join tapi mampu support je dari klcc,1.051282051,join (0.31)  join (0.31)  support (0.44),0,1.051282051,16,19,positive
hleokii kemain ye ayat dia sian patutnya tunjuk la contoh yang lagi bijak dari yang ko duk hentam tu tapi sian sel otak tak berfungsi ketika bercakap akal letak kat muka tengok muka dia itu lah akal dia lawan taik anjing kau la musibat,0,,0,0,44,44,neutral
geng bendera budak itam lawan bebal,0,,0,0,6,6,neutral
teruskan mengkritik kerajaan lagi lagi kerajaan bukan hasil pilihan rakyat terutama mp khianat macam azmin n the gang lawan,0,,0,0,19,19,neutral
if they think they do something correct what are they scare of lawan,-0.564102564,scare (-0.56),0.564102564,0,12,13,negative
so today road closure is dumb lawan,-0.58974359,dumb (-0.59),0.58974359,0,6,7,negative
iszshe hariz malissaali especially in this difficult time with covid people needs amp appreciates help more they will remember who help them most come ge later lawan kerajaangagal,1.076923077,difficult (-0.38)  appreciates (0.59)  help (0.44)  help (0.44),0.384615385,1.461538462,24,28,positive
hahahahhahaha lawan,0,,0,0,2,2,neutral
ismail sabri is a pm of pn or bn what are you ismailsabri rakyat deserved to know which government is serving them kerajaangagal lawan lawan,0,,0,0,25,25,neutral
pdrm biadap and siapa sokong aku boleh kata kau pengkhianat negara and komunis xde jati diri and semangat nasionalisme puak lawan nii mmg camni ehh penat pejuang terdahulu ramai mati dibunuh komunis ko biadap sbb parti ko x dipilih jadi kerajaan mmg aku kata babi,0,,0,0,45,45,neutral
ini baru protes lawan patut buat cm ni,0,,0,0,8,8,neutral
capiqboy hahaha orang lain pun haluan kiri jugak tapi takda lah benak ubi macam ni buat buruk nama lawan je besok kena kutip lah tu,0.666666667,hahaha (0.67),0,0.666666667,24,25,positive
tapi aku dah boleh terima lah ismail sabri jadi pm sebab dah memang keputusan agong dan aku memang nak tengok je dulu apa ismail sabri boleh buat tapi aku tetap lawan lah,0,,0,0,32,32,neutral
lembukoyak nasib la ada bola malam ni aku stress dengan politik malaysia ni dgn geng lawan yg korang ajaq tahap tukaq bendera jadi kaler itam,-0.461538462,stress (-0.46),0.461538462,0,24,25,negative
hleokii dak woke tapi perlembagaan tak paham hasil dari lawan jaga dengan statment ni takut masuk dalam je,0,,0,0,18,18,neutral
terlampau kebebasan bersuara macam ni lah jadinya ni ke semangat muda semangat lawan tu tak payah nak perintah negara lah anak muda kalau jalur gemilang pon kau politik kan,0,,0,0,29,29,neutral
brutcck no one protest for fun there is an endgame lawan ask for tsmy to resign and he did so why protest,-0.58974359,no (-0.31)  protest (-0.26)  fun (0.59)  resign (-0.36)  protest (-0.26),1.179487179,0.58974359,17,22,negative
zack rockstar kegagalan kita bukan gagal zack kita berjaya tunjuk siapa bn skrg ni satu parti yg kemaruk dgn kuasa dan jawatan lawan lawantetaplawan,0,,0,0,24,24,neutral
wuish perak malam ni all black lawan,0,,0,0,7,7,neutral
entahlah setakat ni okay je yb syedsaddiq lawan tapi toksah lah sibuk bab taliban kalau tak cukup fakta jangan makan buta je dari media massa,0.230769231,okay (0.23),0,0.230769231,24,25,positive
tiada individu atau kumpulan yang terlibat dengan perhimpunan lawan dikesan di sekitar ibu negara pada sabtu sinarharian,0,,0,0,17,17,neutral
amrin hidayat tiba jaaa mintak bagi peluang kt ayah dia hahaahha rakyat memerhati tengok kalau bagus inshaallah lama tapi kalau sebaliknya berlaku pasti ada lawan lagi,0,,0,0,26,26,neutral
i am fed up with the bullshit that is this government so it let s have a dog as the next prime minister lawan,-0.717948718,bullshit (-0.72),0.717948718,0,23,24,negative
malam ni guys lawan aids,0,,0,0,5,5,neutral
fmtoday kami hormati keputusan rafiziramli utk berhenti dari politik tapi kami juga mengharapkan adanya pelapis seperti beliau untuk menggerakkan usaha kearah itu diharapkan politikus seperti akmalnasir mempergiatkan usaha masing masing lawan,0,,0,0,31,31,neutral
malaysiakini lawan,0,,0,0,2,2,neutral
preetz so korg nk kluar protest pakai baju hitam lawan tu lg ke,-0.256410256,protest (-0.26),0.256410256,0,12,13,negative
people movement for change has been the groundwork for changemakers in malaysia with lawan and lawanintimidasi trending in malaysia it is crucial for us to stand what is right in malaysia bfm interview film playlist,0,,0,0,35,35,neutral
oh kerajaan pn lagi rupanya lawan,0,,0,0,6,6,neutral
jalalmisai warga lawan ckp diorang jamin bole hilang tpi skg canne pakcik,0,,0,0,12,12,neutral
syedsaddiq tak payah sembang deras la ni isi dlm malaysia puak lawan dok berkumpul langgar sop covid apa cita protest sana protest sini ini ke kebanggaan generasi muda ini ke perangai amp sikap yg perlu dijadikan contoh pala bana la,-0.512820513,protest (-0.26)  protest (-0.26),0.512820513,0,38,40,negative
berkumpul di dataran merdeka kalau salah dan tidak ikut sop mungkin kumpulan lawan boleh cuba berkumpul di hotel chulan pula,0,,0,0,20,20,neutral
my current mood fullblack lawan,0,,0,0,5,5,neutral
gerakmalaysia this aint it kita lawan but also kita respect jalur gemilang we are better than this,1.025641026,respect (0.54)  better (0.49),0,1.025641026,15,17,positive
i can only see the rakyat lawan but where s the mps do they actually care or simply obeying the lockdown rules or its just me missing out their commotion its too quiet down here but in dewanrakyat all are jaguhkampung wannabe merah hijau biru jingga mana kamu,0.256410256,care (0.56)  missing (-0.31),0.307692308,0.564102564,46,48,positive
tak sampai jam memerintah mula dah perangai lama habislah kebebasan besuara lawan,0,,0,0,12,12,neutral
if jumlah kabinet nanti dikurangkan ada la jugak benda yang positive if dia tak lantik balik menteri yang tak perform tu boleh bagi peluang tapi sampai ge jela anwarpm lawan,0.666666667,positive (0.67),0,0.666666667,29,30,positive
rupanya bukan nuruddin sorang je yang dah lain meor nama sebenar myoaqmal pun dah berubah sebab cinggey lawan,0,,0,0,18,18,neutral
when turkey a very secular country is scared and worried for us warning ppl you know somethings absolutely wrong we re big time islamic state in the making ismail sabri notmypm lawan umno lawantetaplawan,-1.692307692,scared (-0.49)  worried (-0.31)  warning (-0.36)  wrong (-0.54),1.692307692,0,30,34,negative
kalau kau marah dengan orang politik pastikan marah orang politik bukan hitam putihkan bendera malaysia nak lawan kena pandai kalau bodoh boleh pergi mampus,0,,0,0,24,24,neutral
yoomathambar lishoyy mereka ingat dengan tukar kerajaan perubahan akan berlaku secara drastic mereka masih bermimpi someone tolong tampar mereka ini supaya sedar daripada lamunan terutamanya yang sibuk lawan dan turun protes,0,,0,0,31,31,neutral
kalau masih ada yang cakap orang yang lawan tu sebab dia taksub anwar sumpah korang lah yang paling pekak sekali,0,,0,0,20,20,neutral
lawan roadblock jalan pernah buat roadblock twitter hashtag bila buat,0,,0,0,10,10,neutral
terima kasih pdrmsia kerana meneruskan perhimpunan lawan walaupun telah dibatalkan oleh penganjur semangat anda amatlah dihargai,0,,0,0,16,16,neutral
cek suhana dkamrl dr suba bgtau masa demo lawan dlu the best result days after rally,0.820512821,best (0.82),0,0.820512821,15,16,positive
kepada anak muda malaysia jangan sesekali berputus asa dan serahkan tanah air kepada pengkhianat mandat rakyat sila rujuk kepada poster untuk langkah ringkas bagaimana anda boleh daftar diri sebagai pengundi angkatdemokrasi lawan,0,,0,0,32,32,neutral
hleokii patutla sia je lawan ni sistem yg kita pakai pun korang tak paham,0,,0,0,14,14,neutral
thevibesnews nothing to be cheerful about though only serves as a reminder to how far we still have have to go lawan,0.641025641,cheerful (0.64),0,0.641025641,21,22,positive
alphaque it is not a political rally it is not a rally protest it was supposed to be a vigil and i just explained that lawan is apolitical which part of apolitical you do not understand,-0.256410256,protest (-0.26),0.256410256,0,35,36,negative
kami dah umum tak jadi rabu lepas lagi bukan tidak menjadi tapi itulah susah juga jadi lidah pemerintah lawan,0,,0,0,19,19,neutral
kepada orng yg guna lawan tu bukan semua tapi sebahagian please stop rosakkan image lawan dengan tweet korang yg mcm dah lari dari perjuangan sebenar kalau korang pun tweet mcm orng yg tak belajar sejarah bagus tak payah kerana seorang dua buat hal abis semua buruk,0.025641026,please (0.33)  stop (-0.31),0.307692308,0.333333333,44,46,positive
lawan bapak mereka xjadi nak protes arini sbb dengar ckap anwar me,0,,0,0,12,12,neutral
antid oto ini bukan masa untuk lawan kerajaan tunggu covid habis lepas tu kita pergi mengundi baru betul,0,,0,0,18,18,neutral
aidi ezzhar thepatriotsasia jap knapa statement mcm ni bnyk dripda user yang meletakkan lawan pada profile masing something is hanyir here,0,,0,0,21,21,neutral
i beg to differ jalur gemilang is a symbol tht indicates we are a free contry from being colonised from negara lain amp penyatuan beberapa negeri ko nak lawan ke use different flag la,0.58974359,free (0.59),0,0.58974359,33,34,positive
sbb lawan ini terjadi,0,,0,0,4,4,neutral
achievement unlock otai sinema malaysia bagi approval terima kasih pak nasir puisidarurat lawan,0.538461538,approval (0.54),0,0.538461538,12,13,positive
everything is political bro from the rice we eat to the number of deaths caused by covid let s normalise political conversations the deaths are caused by a failed govt consisting of failed politicians lawan is apolitical btw,-1.102564103,number (0.08)  failed (-0.59)  failed (-0.59),1.179487179,0.076923077,35,38,negative
hleokii luminousyifa sirennextdoor firdauskariem terpaling lawan sangat hahah tapi benak,0,,0,0,10,10,neutral
nzifaaa lawan,0,,0,0,2,2,neutral
rupanya polis sendiri yang buat protes lawan,0,,0,0,7,7,neutral
apa pun tahniah pihak polis yang teruskan berhimpun tanda solidariti kepada lawan lawan adalah simbolik kepada ketahanan rakyat dalam masa yg sama mencabar amp juga menentang segala jenis salah guna kuasa untuk kepentingan peribadi kelompok sendiri kita lawan untuk demokrasi,0,,0,0,40,40,neutral
basic s ktj tangkapan dalam jadual pertama kesalahan dlm undang lain geng lawan ni bukan kesalahan boleh tangkap tanpa waran tp kau rasa depa dgr ka kalau suruh pergi balai hanya utk ambik keterangan tak kan haaa pastu depa lwn kenala cas pulak kk,0.384615385,kk (0.38),0,0.384615385,43,44,positive
anda ada sugar craving rasa nak makan eskrem kek ice blended fraps air gas dan pelbagai lagi benda yg tinggi kandungan gula walaupun tahu ianya membahayakan kesihatan sabar kuatkan diri demi kesihatan kita mesti lawan,0,,0,0,35,35,neutral
pdrm amp ismail sabri are so petty lawan lawantetaplawan lawanintimidasi poliskoyak,-0.205128205,petty (-0.21),0.205128205,0,10,11,negative
